line,gen,enviro,Time,OD.24,OD.48,OD.72
A12,MA5_t0,8,24,1.87,1.927,
A12,MA5_t0,8,24,1.926,1.964,
A12,MA5_t0,8,24,1.861,1.903,
A12,MA5_t0,8,24,1.778,1.884,
A12,MA5_t0,8,24,1.85,1.936,
A12,MA5_t0,8,24,1.872,1.972,
A12,MA5_t0,8,24,1.858,1.967,
A12,MA5_t0,8,24,1.848,1.917,
A13,MA5_t0,8,24,1.251,1.767,
A13,MA5_t0,8,24,0.415,1.255,
A13,MA5_t0,8,24,0.704,1.534,
A13,MA5_t0,8,24,0.962,1.657,
A13,MA5_t0,8,24,0.142,1.547,
A13,MA5_t0,8,24,0.498,1.151,
A13,MA5_t0,8,24,0.32,0.811,
A13,MA5_t0,8,24,0.693,1.395,
A13,MA5_t0,8,24,0.522,1.013,
A13,MA5_t0,8,24,0.146,0.367,
A13,MA5_t0,8,24,0.471,0.856,
A13,MA5_t0,8,24,0.753,1.613,
A14,MA5_t0,8,24,0.828,1.066,
A14,MA5_t0,8,24,0.193,0.397,
A14,MA5_t0,8,24,0.576,1.017,
A14,MA5_t0,8,24,1.273,1.538,
A14,MA5_t0,8,24,1.076,1.749,
A14,MA5_t0,8,24,0.786,1.366,
A14,MA5_t0,8,24,1.377,1.596,
A14,MA5_t0,8,24,1.065,1.488,
A14,MA5_t0,8,24,1.076,1.484,
A14,MA5_t0,8,24,1.446,2.014,
A14,MA5_t0,8,24,1.321,1.517,
A14,MA5_t0,8,24,1.009,1.43,
A15,MA5_t0,8,24,0.747,1.565,
A15,MA5_t0,8,24,0.314,1.741,
A15,MA5_t0,8,24,0.695,1.599,
A15,MA5_t0,8,24,0.396,1.288,
A15,MA5_t0,8,24,0.716,1.564,
A15,MA5_t0,8,24,0.401,1.243,
A15,MA5_t0,8,24,0.19,0.713,
A15,MA5_t0,8,24,0.267,1.208,
A15,MA5_t0,8,24,0.583,1.14,
A15,MA5_t0,8,24,0.092,0.724,
A15,MA5_t0,8,24,0.925,1.463,
A15,MA5_t0,8,24,0.235,1.532,
A16,MA5_t0,8,24,0.751,1.142,
A16,MA5_t0,8,24,1.31,1.535,
A16,MA5_t0,8,24,0.976,1.355,
A16,MA5_t0,8,24,0.635,1.007,
A16,MA5_t0,8,24,0.789,1.477,
A16,MA5_t0,8,24,0.808,1.387,
A16,MA5_t0,8,24,0.414,0.843,
A16,MA5_t0,8,24,0.436,0.582,
A16,MA5_t0,8,24,0.725,1.167,
A16,MA5_t0,8,24,1.382,1.632,
A16,MA5_t0,8,24,0.969,1.254,
A16,MA5_t0,8,24,0.829,1.226,
A17,MA5_t0,8,24,1.313,1.899,
A17,MA5_t0,8,24,0.18,0.389,
A17,MA5_t0,8,24,0.882,1.489,
A17,MA5_t0,8,24,0.822,1.453,
A17,MA5_t0,8,24,0.601,1.094,
A17,MA5_t0,8,24,1.477,1.998,
A17,MA5_t0,8,24,0.304,1.052,
A17,MA5_t0,8,24,0.351,1.053,
A17,MA5_t0,8,24,0.702,1.424,
A17,MA5_t0,8,24,0.52,1.242,
A17,MA5_t0,8,24,0.509,1.048,
A17,MA5_t0,8,24,1.018,1.871,
A18,MA5_t0,8,24,1.875,1.993,
A18,MA5_t0,8,24,1.834,1.961,
A18,MA5_t0,8,24,1.823,1.992,
A18,MA5_t0,8,24,1.796,2.015,
A18,MA5_t0,8,24,1.849,1.993,
A18,MA5_t0,8,24,1.913,1.994,
A18,MA5_t0,8,24,1.848,2.001,
A18,MA5_t0,8,24,1.823,2.003,
A18,MA5_t0,8,24,1.882,2.007,
A18,MA5_t0,8,24,1.864,2.002,
A18,MA5_t0,8,24,1.879,2.008,
A18,MA5_t0,8,24,1.887,2.018,
A19,MA5_t0,8,24,1.023,1.657,
A19,MA5_t0,8,24,1.643,1.998,
A19,MA5_t0,8,24,1.106,1.639,
A19,MA5_t0,8,24,0.79,1.191,
A19,MA5_t0,8,24,1.462,1.788,
A19,MA5_t0,8,24,0.99,1.565,
A19,MA5_t0,8,24,1.271,1.76,
A19,MA5_t0,8,24,1.22,1.669,
A19,MA5_t0,8,24,1.532,2.009,
A19,MA5_t0,8,24,0.766,1.337,
A19,MA5_t0,8,24,1.073,1.501,
A19,MA5_t0,8,24,0.912,1.663,
A20,MA5_t0,8,24,0.882,1.506,
A20,MA5_t0,8,24,1.347,1.585,
A20,MA5_t0,8,24,1.074,1.514,
A20,MA5_t0,8,24,1.345,1.62,
A20,MA5_t0,8,24,1.455,1.66,
A20,MA5_t0,8,24,1.345,1.617,
A20,MA5_t0,8,24,1.515,1.891,
A20,MA5_t0,8,24,1.339,1.666,
A20,MA5_t0,8,24,1.239,1.718,
A20,MA5_t0,8,24,0.563,1.461,
A20,MA5_t0,8,24,1.074,1.548,
A20,MA5_t10,8,24,1.284,1.629,
A01,MA5_t10,8,24,0.063,0.064,
A01,MA5_t10,8,24,0.123,0.741,
A01,MA5_t10,8,24,0.288,0.769,
A01,MA5_t10,8,24,0.596,1.757,
A01,MA5_t10,8,24,0.415,0.761,
A01,MA5_t10,8,24,0.26,0.836,
A01,MA5_t10,8,24,0.22,0.514,
A01,MA5_t10,8,24,0.348,1.246,
A01,MA5_t10,8,24,0.339,1.427,
A01,MA5_t10,8,24,0.292,1.003,
A01,MA5_t10,8,24,0.272,0.96,
A01,MA5_t10,8,24,0.225,0.352,
A02,MA5_t10,8,24,0.447,0.934,
A02,MA5_t10,8,24,0.136,0.875,
A02,MA5_t10,8,24,0.061,0.061,
A02,MA5_t10,8,24,0.069,0.069,
A02,MA5_t10,8,24,0.063,0.064,
A02,MA5_t10,8,24,0.062,0.063,
A02,MA5_t10,8,24,0.065,0.069,
A02,MA5_t10,8,24,0.073,0.074,
A02,MA5_t10,8,24,0.061,0.061,
A02,MA5_t10,8,24,0.064,0.064,
A02,MA5_t10,8,24,0.578,0.815,
A02,MA5_t10,8,24,0.382,0.686,
A03,MA5_t10,8,24,1.188,1.645,
A03,MA5_t10,8,24,1.488,1.698,
A03,MA5_t10,8,24,1.569,1.848,
A03,MA5_t10,8,24,1.32,1.626,
A03,MA5_t10,8,24,1.487,1.706,
A03,MA5_t10,8,24,1.48,1.698,
A03,MA5_t10,8,24,1.423,1.686,
A03,MA5_t10,8,24,1.52,1.696,
A03,MA5_t10,8,24,1.237,1.644,
A03,MA5_t10,8,24,1.42,1.662,
A03,MA5_t10,8,24,1.479,1.676,
A03,MA5_t10,8,24,1.49,1.769,
A04,MA5_t10,8,24,1.109,1.866,
A04,MA5_t10,8,24,0.815,1.476,
A04,MA5_t10,8,24,0.651,1.193,
A04,MA5_t10,8,24,1.609,1.98,
A04,MA5_t10,8,24,0.499,1.482,
A04,MA5_t10,8,24,1.546,1.823,
A04,MA5_t10,8,24,1.165,1.64,
A04,MA5_t10,8,24,0.074,0.073,
A04,MA5_t10,8,24,0.429,1.052,
A04,MA5_t10,8,24,1.208,1.758,
A04,MA5_t10,8,24,0.72,1.32,
A04,MA5_t10,8,24,0.326,1.117,
A05,MA5_t10,8,24,1.113,1.786,
A05,MA5_t10,8,24,1.402,1.835,
A05,MA5_t10,8,24,1.51,1.819,
A05,MA5_t10,8,24,1.59,1.874,
A05,MA5_t10,8,24,1.61,1.849,
A05,MA5_t10,8,24,1.505,1.821,
A05,MA5_t10,8,24,1.608,1.853,
A05,MA5_t10,8,24,1.597,1.835,
A05,MA5_t10,8,24,1.384,1.829,
A05,MA5_t10,8,24,1.56,1.841,
A05,MA5_t10,8,24,1.656,1.895,
A05,MA5_t10,8,24,1.632,1.848,
A06,MA5_t10,8,24,0.911,1.575,
A06,MA5_t10,8,24,0.752,1.436,
A06,MA5_t10,8,24,0.352,0.751,
A06,MA5_t10,8,24,0.378,0.903,
A06,MA5_t10,8,24,0.382,1.377,
A06,MA5_t10,8,24,0.442,1.226,
A06,MA5_t10,8,24,0.422,0.536,
A06,MA5_t10,8,24,0.49,1.052,
A06,MA5_t10,8,24,0.461,0.573,
A06,MA5_t10,8,24,0.689,1.627,
A06,MA5_t10,8,24,0.532,1.84,
A06,MA5_t10,8,24,0.474,0.865,
A07,MA5_t10,8,24,1.359,1.802,
A07,MA5_t10,8,24,0.573,1.156,
A07,MA5_t10,8,24,0.292,1.002,
A07,MA5_t10,8,24,0.517,1.588,
A07,MA5_t10,8,24,0.704,1.324,
A07,MA5_t10,8,24,0.611,1.405,
A07,MA5_t10,8,24,0.65,1.466,
A07,MA5_t10,8,24,0.666,1.711,
A07,MA5_t10,8,24,0.74,1.453,
A07,MA5_t10,8,24,0.854,1.668,
A07,MA5_t10,8,24,1.031,1.816,
A07,MA5_t10,8,24,0.532,1.624,
A08,MA5_t10,8,24,0.522,1.738,
A08,MA5_t10,8,24,1.571,1.854,
A08,MA5_t10,8,24,1.311,1.771,
A08,MA5_t10,8,24,0.444,1.602,
A08,MA5_t10,8,24,1.303,1.792,
A08,MA5_t10,8,24,1.174,1.7,
A08,MA5_t10,8,24,0.897,1.671,
A08,MA5_t10,8,24,0.464,1.741,
A08,MA5_t10,8,24,0.915,1.904,
A08,MA5_t10,8,24,1.492,1.838,
A08,MA5_t10,8,24,1.679,1.884,
A08,MA5_t10,8,24,1.364,1.693,
A09,MA5_t10,8,24,0.948,1.325,
A09,MA5_t10,8,24,1.067,1.401,
A09,MA5_t10,8,24,0.063,0.063,
A09,MA5_t10,8,24,0.826,1.243,
A09,MA5_t10,8,24,1.198,1.521,
A09,MA5_t10,8,24,0.956,1.316,
A09,MA5_t10,8,24,0.517,0.748,
A09,MA5_t10,8,24,0.23,0.447,
A09,MA5_t10,8,24,0.551,1.435,
A09,MA5_t10,8,24,0.498,0.66,
A09,MA5_t10,8,24,0.606,0.914,
A09,MA5_t10,8,24,1.136,1.487,
A10,MA5_t10,8,24,0.551,1.502,
A10,MA5_t10,8,24,0.587,1.568,
A10,MA5_t10,8,24,0.598,1.565,
A10,MA5_t10,8,24,1.519,2.007,
A10,MA5_t10,8,24,0.787,1.613,
A10,MA5_t10,8,24,0.843,1.51,
A10,MA5_t10,8,24,0.724,1.494,
A10,MA5_t10,8,24,0.617,1.544,
A10,MA5_t10,8,24,0.796,1.506,
A10,MA5_t10,8,24,0.647,1.435,
A10,MA5_t10,8,24,0.727,1.483,
A10,MA5_t10,8,24,0.731,1.408,
A11,MA5_t10,8,24,0.193,0.644,
A11,MA5_t10,8,24,0.904,1.919,
A11,MA5_t10,8,24,0.171,0.633,
A11,MA5_t10,8,24,0.289,0.586,
A11,MA5_t10,8,24,0.216,0.455,
A11,MA5_t10,8,24,0.166,0.599,
A11,MA5_t10,8,24,1.013,1.851,
A11,MA5_t10,8,24,0.184,0.857,
A11,MA5_t10,8,24,0.198,0.904,
A11,MA5_t10,8,24,0.178,0.892,
A11,MA5_t10,8,24,0.216,0.522,
A11,MA5_t10,8,24,0.202,0.999,
A12,MA5_t10,8,24,1.842,1.966,
A12,MA5_t10,8,24,1.859,1.968,
A12,MA5_t10,8,24,1.868,1.977,
A12,MA5_t10,8,24,1.854,1.982,
A12,MA5_t10,8,24,1.873,1.996,
A12,MA5_t10,8,24,1.846,1.988,
A12,MA5_t10,8,24,1.83,1.974,
A12,MA5_t10,8,24,1.787,1.912,
A12,MA5_t10,8,24,1.859,1.991,
A12,MA5_t10,8,24,1.846,1.99,
A12,MA5_t10,8,24,1.905,1.993,
A12,MA5_t10,8,24,1.836,1.967,
A13,MA5_t10,8,24,0.303,1.463,
A13,MA5_t10,8,24,0.425,1.691,
A13,MA5_t10,8,24,0.476,1.649,
A13,MA5_t10,8,24,0.364,1.651,
A13,MA5_t10,8,24,0.274,1.513,
A13,MA5_t10,8,24,0.425,1.402,
A13,MA5_t10,8,24,0.353,1.66,
A13,MA5_t10,8,24,0.398,1.623,
A13,MA5_t10,8,24,0.385,1.675,
A13,MA5_t10,8,24,0.32,1.636,
A13,MA5_t10,8,24,1.318,1.985,
A13,MA5_t10,8,24,0.314,1.685,
A14,MA5_t10,8,24,0.378,0.727,
A14,MA5_t10,8,24,0.426,0.931,
A14,MA5_t10,8,24,0.438,0.86,
A14,MA5_t10,8,24,0.482,0.775,
A14,MA5_t10,8,24,0.358,0.672,
A14,MA5_t10,8,24,0.395,0.722,
A14,MA5_t10,8,24,0.467,0.931,
A14,MA5_t10,8,24,0.385,0.78,
A14,MA5_t10,8,24,0.42,0.749,
A14,MA5_t10,8,24,0.414,0.873,
A14,MA5_t10,8,24,0.409,0.71,
A14,MA5_t10,8,24,0.418,0.732,
A15,MA5_t10,8,24,0.274,0.929,
A15,MA5_t10,8,24,0.281,0.868,
A15,MA5_t10,8,24,0.32,1.006,
A15,MA5_t10,8,24,0.294,0.978,
A15,MA5_t10,8,24,0.339,1.089,
A15,MA5_t10,8,24,0.38,1.174,
A15,MA5_t10,8,24,0.205,0.914,
A15,MA5_t10,8,24,0.243,0.961,
A15,MA5_t10,8,24,0.497,1.239,
A15,MA5_t10,8,24,0.373,1.163,
A15,MA5_t10,8,24,0.364,1.124,
A15,MA5_t10,8,24,0.26,1.39,
A16,MA5_t10,8,24,0.422,1.035,
A16,MA5_t10,8,24,0.62,1.571,
A16,MA5_t10,8,24,0.371,0.599,
A16,MA5_t10,8,24,0.33,0.593,
A16,MA5_t10,8,24,0.332,0.667,
A16,MA5_t10,8,24,0.389,0.776,
A16,MA5_t10,8,24,0.749,1.674,
A16,MA5_t10,8,24,0.357,0.704,
A16,MA5_t10,8,24,0.41,0.737,
A16,MA5_t10,8,24,0.733,1.668,
A16,MA5_t10,8,24,0.367,0.649,
A16,MA5_t10,8,24,0.346,0.855,
A17,MA5_t10,8,24,0.73,1.599,
A17,MA5_t10,8,24,1.881,1.928,
A17,MA5_t10,8,24,0.073,0.073,
A17,MA5_t10,8,24,0.388,1.193,
A17,MA5_t10,8,24,0.487,1.324,
A17,MA5_t10,8,24,0.066,0.068,
A17,MA5_t10,8,24,0.329,0.912,
A17,MA5_t10,8,24,0.225,0.475,
A17,MA5_t10,8,24,0.305,1.542,
A17,MA5_t10,8,24,0.194,0.522,
A17,MA5_t10,8,24,1.23,1.654,
A17,MA5_t10,8,24,0.071,0.074,
A18,MA5_t10,8,24,1.912,1.949,
A18,MA5_t10,8,24,1.915,1.981,
A18,MA5_t10,8,24,1.837,1.917,
A18,MA5_t10,8,24,1.791,1.876,
A18,MA5_t10,8,24,1.863,1.984,
A18,MA5_t10,8,24,1.891,1.962,
A18,MA5_t10,8,24,1.793,1.989,
A18,MA5_t10,8,24,1.84,1.94,
A18,MA5_t10,8,24,1.865,1.985,
A18,MA5_t10,8,24,1.908,1.997,
A18,MA5_t10,8,24,1.872,1.952,
A18,MA5_t10,8,24,1.812,1.958,
A19,MA5_t10,8,24,0.457,0.735,
A19,MA5_t10,8,24,0.461,1.252,
A19,MA5_t10,8,24,0.793,1.35,
A19,MA5_t10,8,24,0.463,1.339,
A19,MA5_t10,8,24,0.476,1.278,
A19,MA5_t10,8,24,1.26,1.717,
A19,MA5_t10,8,24,0.474,0.98,
A19,MA5_t10,8,24,0.516,1.25,
A19,MA5_t10,8,24,0.706,1.474,
A19,MA5_t10,8,24,0.645,1.422,
A19,MA5_t10,8,24,0.9,1.249,
A19,MA5_t10,8,24,0.617,1.256,
A20,MA5_t10,8,24,0.613,1.539,
A20,MA5_t10,8,24,1.139,1.846,
A20,MA5_t10,8,24,0.915,1.78,
A20,MA5_t10,8,24,0.306,0.669,
A20,MA5_t10,8,24,0.83,1.656,
A20,MA5_t10,8,24,0.66,1.305,
A20,MA5_t10,8,24,0.455,0.886,
A20,MA5_t10,8,24,0.073,0.173,
A20,MA5_t10,8,24,0.845,1.464,
A20,MA5_t10,8,24,0.588,0.862,
A20,MA5_t10,8,24,0.885,1.54,
A20,MA5_t10,8,24,0.705,1.543,
